Tweet ID,Original Text,Cleaned Text,Filtered Tokens,Stemmed Tokens,Lemmatized Tokens
1465011606396432386,more lengthy weekend court filing accused oathkeeper conspirator argues justice dept focused capitol riot defendants will kneel before demanding loyalty oaths that election perfect busting down doors,more lengthy weekend court filing accused oathkeeper conspirator argues justice dept focused capitol riot defendants will kneel before demanding loyalty oaths that election perfect busting down doors,more lengthy weekend court filing accused oathkeeper conspirator argues justice dept focused capitol riot defendants will kneel before demanding loyalty oaths that election perfect busting down doors,"['more', 'lengthi', 'weekend', 'court', 'file', 'accus', 'oathkeep', 'conspir', 'argu', 'justic', 'dept', 'focus', 'capitol', 'riot', 'defend', 'will', 'kneel', 'befor', 'demand', 'loyalti', 'oath', 'that', 'elect', 'perfect', 'bust', 'down', 'door']","['more', 'lengthy', 'weekend', 'court', 'filing', 'accused', 'oathkeeper', 'conspirator', 'argues', 'justice', 'dept', 'focused', 'capitol', 'riot', 'defendant', 'will', 'kneel', 'before', 'demanding', 'loyalty', 'oath', 'that', 'election', 'perfect', 'busting', 'down', 'door']"
1465011590047088652,brexit loyalties will play role next general election john rentoul,brexit loyalties will play role next general election john rentoul,brexit loyalties will play role next general election john rentoul,"['brexit', 'loyalti', 'will', 'play', 'role', 'next', 'gener', 'elect', 'john', 'rentoul']","['brexit', 'loyalty', 'will', 'play', 'role', 'next', 'general', 'election', 'john', 'rentoul']"
1465011571579506690,tham chacha election hone dekh tera jaayega tere tractor,tham chacha election hone dekh tera jaayega tere tractor,tham chacha election hone dekh tera jaayega tere tractor,"['tham', 'chacha', 'elect', 'hone', 'dekh', 'tera', 'jaayega', 'tere', 'tractor']","['tham', 'chacha', 'election', 'hone', 'dekh', 'tera', 'jaayega', 'tere', 'tractor']"
1465011569406980096,what reckon labours chances they decide commit electoral suicide make next election another brexit election,what reckon labours chances they decide commit electoral suicide make next election another brexit election,what reckon labours chances they decide commit electoral suicide make next election another brexit election,"['what', 'reckon', 'labour', 'chanc', 'they', 'decid', 'commit', 'elector', 'suicid', 'make', 'next', 'elect', 'anoth', 'brexit', 'elect']","['what', 'reckon', 'labour', 'chance', 'they', 'decide', 'commit', 'electoral', 'suicide', 'make', 'next', 'election', 'another', 'brexit', 'election']"
1465011555846823943,election commission pakistan takes notice pmln vote buying,election commission pakistan takes notice pmln vote buying,election commission pakistan takes notice pmln vote buying,"['elect', 'commiss', 'pakistan', 'take', 'notic', 'pmln', 'vote', 'buy']","['election', 'commission', 'pakistan', 'take', 'notice', 'pmln', 'vote', 'buying']"
1465011542093709312,rittenhouse says fired attorney because supported qanon election fraud conspiracy theories,rittenhouse says fired attorney because supported qanon election fraud conspiracy theories,rittenhouse says fired attorney because supported qanon election fraud conspiracy theories,"['rittenhous', 'say', 'fire', 'attorney', 'becaus', 'support', 'qanon', 'elect', 'fraud', 'conspiraci', 'theori']","['rittenhouse', 'say', 'fired', 'attorney', 'because', 'supported', 'qanon', 'election', 'fraud', 'conspiracy', 'theory']"
1465011522195841029,isnt bidens approval rating evidence current polling about bidens approval rating election three years,isnt bidens approval rating evidence current polling about bidens approval rating election three years,isnt bidens approval rating evidence current polling about bidens approval rating election three years,"['isnt', 'biden', 'approv', 'rate', 'evid', 'current', 'poll', 'about', 'biden', 'approv', 'rate', 'elect', 'three', 'year']","['isnt', 'bidens', 'approval', 'rating', 'evidence', 'current', 'polling', 'about', 'bidens', 'approval', 'rating', 'election', 'three', 'year']"
1465011509948469265,isliye 2014 hara 2019 buri tarah hara state election last position congress state last,isliye 2014 hara 2019 buri tarah hara state election last position congress state last,isliye 2014 hara 2019 buri tarah hara state election last position congress state last,"['isliy', '2014', 'hara', '2019', 'buri', 'tarah', 'hara', 'state', 'elect', 'last', 'posit', 'congress', 'state', 'last']","['isliye', '2014', 'hara', '2019', 'buri', 'tarah', 'hara', 'state', 'election', 'last', 'position', 'congress', 'state', 'last']"
1465011509252210695,news boris facing censure motion could face general election weeks,news boris facing censure motion could face general election weeks,news boris facing censure motion could face general election weeks,"['news', 'bori', 'face', 'censur', 'motion', 'could', 'face', 'gener', 'elect', 'week']","['news', 'boris', 'facing', 'censure', 'motion', 'could', 'face', 'general', 'election', 'week']"
1465011505410174979,need grade math that 2020 pres election didnt well,need grade math that 2020 pres election didnt well,need grade math that 2020 pres election didnt well,"['need', 'grade', 'math', 'that', '2020', 'pre', 'elect', 'didnt', 'well']","['need', 'grade', 'math', 'that', '2020', 'pres', 'election', 'didnt', 'well']"
1465011492563165186,sheriff schmaling horn knows handle election fraud,sheriff schmaling horn knows handle election fraud,sheriff schmaling horn knows handle election fraud,"['sheriff', 'schmale', 'horn', 'know', 'handl', 'elect', 'fraud']","['sheriff', 'schmaling', 'horn', 'know', 'handle', 'election', 'fraud']"
1465011490172248067,funny state votes mail have issues guess election doesn like cheating help ronny,funny state votes mail have issues guess election doesn like cheating help ronny,funny state votes mail have issues guess election doesn like cheating help ronny,"['funni', 'state', 'vote', 'mail', 'have', 'issu', 'guess', 'elect', 'doesn', 'like', 'cheat', 'help', 'ronni']","['funny', 'state', 'vote', 'mail', 'have', 'issue', 'guess', 'election', 'doesn', 'like', 'cheating', 'help', 'ronny']"
1465011476318625801,right wing have been member political party never voted trump either election infact throwaway votes even then find these people hypocritical their narrative,right wing have been member political party never voted trump either election infact throwaway votes even then find these people hypocritical their narrative,right wing have been member political party never voted trump either election infact throwaway votes even then find these people hypocritical their narrative,"['right', 'wing', 'have', 'been', 'member', 'polit', 'parti', 'never', 'vote', 'trump', 'either', 'elect', 'infact', 'throwaway', 'vote', 'even', 'then', 'find', 'these', 'peopl', 'hypocrit', 'their', 'narr']","['right', 'wing', 'have', 'been', 'member', 'political', 'party', 'never', 'voted', 'trump', 'either', 'election', 'infact', 'throwaway', 'vote', 'even', 'then', 'find', 'these', 'people', 'hypocritical', 'their', 'narrative']"
1465011469318299655,cheat during election think audits after election proved only cheat former trump,cheat during election think audits after election proved only cheat former trump,cheat during election think audits after election proved only cheat former trump,"['cheat', 'dure', 'elect', 'think', 'audit', 'after', 'elect', 'prove', 'onli', 'cheat', 'former', 'trump']","['cheat', 'during', 'election', 'think', 'audit', 'after', 'election', 'proved', 'only', 'cheat', 'former', 'trump']"
1465011444232048642,done indian people choose this happen need bare will remember election time just believe their fake promises vote again them,done indian people choose this happen need bare will remember election time just believe their fake promises vote again them,done indian people choose this happen need bare will remember election time just believe their fake promises vote again them,"['done', 'indian', 'peopl', 'choos', 'thi', 'happen', 'need', 'bare', 'will', 'rememb', 'elect', 'time', 'just', 'believ', 'their', 'fake', 'promis', 'vote', 'again', 'them']","['done', 'indian', 'people', 'choose', 'this', 'happen', 'need', 'bare', 'will', 'remember', 'election', 'time', 'just', 'believe', 'their', 'fake', 'promise', 'vote', 'again', 'them']"
1465011437160521729,swedish minister plotted meddle russian election illegally sending taxpayers money political groups russia surprised later that people plotted that with phone were russian comedians entertained their audience with talk,swedish minister plotted meddle russian election illegally sending taxpayers money political groups russia surprised later that people plotted that with phone were russian comedians entertained their audience with talk,swedish minister plotted meddle russian election illegally sending taxpayers money political groups russia surprised later that people plotted that with phone were russian comedians entertained their audience with talk,"['swedish', 'minist', 'plot', 'meddl', 'russian', 'elect', 'illeg', 'send', 'taxpay', 'money', 'polit', 'group', 'russia', 'surpris', 'later', 'that', 'peopl', 'plot', 'that', 'with', 'phone', 'were', 'russian', 'comedian', 'entertain', 'their', 'audienc', 'with', 'talk']","['swedish', 'minister', 'plotted', 'meddle', 'russian', 'election', 'illegally', 'sending', 'taxpayer', 'money', 'political', 'group', 'russia', 'surprised', 'later', 'that', 'people', 'plotted', 'that', 'with', 'phone', 'were', 'russian', 'comedian', 'entertained', 'their', 'audience', 'with', 'talk']"
1465011431091236868,days flatten curve months short period time fear obedient left more than virus much less with mortality youre cult,days flatten curve months short period time fear obedient left more than virus much less with mortality youre cult,days flatten curve months short period time fear obedient left more than virus much less with mortality youre cult,"['day', 'flatten', 'curv', 'month', 'short', 'period', 'time', 'fear', 'obedi', 'left', 'more', 'than', 'viru', 'much', 'less', 'with', 'mortal', 'your', 'cult']","['day', 'flatten', 'curve', 'month', 'short', 'period', 'time', 'fear', 'obedient', 'left', 'more', 'than', 'virus', 'much', 'le', 'with', 'mortality', 'youre', 'cult']"
1465011397121638405,election commission pakistan takes notice pmln vote buying,election commission pakistan takes notice pmln vote buying,election commission pakistan takes notice pmln vote buying,"['elect', 'commiss', 'pakistan', 'take', 'notic', 'pmln', 'vote', 'buy']","['election', 'commission', 'pakistan', 'take', 'notice', 'pmln', 'vote', 'buying']"
1465011388951240710,audit prove trump election doesnt matter what covers audit didnt show there spin that will prove otherwise,audit prove trump election doesnt matter what covers audit didnt show there spin that will prove otherwise,audit prove trump election doesnt matter what covers audit didnt show there spin that will prove otherwise,"['audit', 'prove', 'trump', 'elect', 'doesnt', 'matter', 'what', 'cover', 'audit', 'didnt', 'show', 'there', 'spin', 'that', 'will', 'prove', 'otherwis']","['audit', 'prove', 'trump', 'election', 'doesnt', 'matter', 'what', 'cover', 'audit', 'didnt', 'show', 'there', 'spin', 'that', 'will', 'prove', 'otherwise']"
1465011384043851794,could through election cycle without shooting himself foot,could through election cycle without shooting himself foot,could through election cycle without shooting himself foot,"['could', 'through', 'elect', 'cycl', 'without', 'shoot', 'himself', 'foot']","['could', 'through', 'election', 'cycle', 'without', 'shooting', 'himself', 'foot']"
1465011357301059587,election lincoln,election lincoln,election lincoln,"['elect', 'lincoln']","['election', 'lincoln']"
1465011312791105554,election fraud supreme court news agency talk radio host caster talking about supreme court complaint that seen clicking this link absolute american coward,election fraud supreme court news agency talk radio host caster talking about supreme court complaint that seen clicking this link absolute american coward,election fraud supreme court news agency talk radio host caster talking about supreme court complaint that seen clicking this link absolute american coward,"['elect', 'fraud', 'suprem', 'court', 'news', 'agenc', 'talk', 'radio', 'host', 'caster', 'talk', 'about', 'suprem', 'court', 'complaint', 'that', 'seen', 'click', 'thi', 'link', 'absolut', 'american', 'coward']","['election', 'fraud', 'supreme', 'court', 'news', 'agency', 'talk', 'radio', 'host', 'caster', 'talking', 'about', 'supreme', 'court', 'complaint', 'that', 'seen', 'clicking', 'this', 'link', 'absolute', 'american', 'coward']"
1465011296605253641,support president voted election dont seem realize majority hate voted,support president voted election dont seem realize majority hate voted,support president voted election dont seem realize majority hate voted,"['support', 'presid', 'vote', 'elect', 'dont', 'seem', 'realiz', 'major', 'hate', 'vote']","['support', 'president', 'voted', 'election', 'dont', 'seem', 'realize', 'majority', 'hate', 'voted']"
1465011294826680321,boebert dropped high school during senior year would have graduated 2004 because child happens however obtained default after failed attempts 2020 about month before first election primary,boebert dropped high school during senior year would have graduated 2004 because child happens however obtained default after failed attempts 2020 about month before first election primary,boebert dropped high school during senior year would have graduated 2004 because child happens however obtained default after failed attempts 2020 about month before first election primary,"['boebert', 'drop', 'high', 'school', 'dure', 'senior', 'year', 'would', 'have', 'graduat', '2004', 'becaus', 'child', 'happen', 'howev', 'obtain', 'default', 'after', 'fail', 'attempt', '2020', 'about', 'month', 'befor', 'first', 'elect', 'primari']","['boebert', 'dropped', 'high', 'school', 'during', 'senior', 'year', 'would', 'have', 'graduated', '2004', 'because', 'child', 'happens', 'however', 'obtained', 'default', 'after', 'failed', 'attempt', '2020', 'about', 'month', 'before', 'first', 'election', 'primary']"
1465011282579501057,voters first round chile presidential election largely backed candidates support country market economy providing boost local financial markets,voters first round chile presidential election largely backed candidates support country market economy providing boost local financial markets,voters first round chile presidential election largely backed candidates support country market economy providing boost local financial markets,"['voter', 'first', 'round', 'chile', 'presidenti', 'elect', 'larg', 'back', 'candid', 'support', 'countri', 'market', 'economi', 'provid', 'boost', 'local', 'financi', 'market']","['voter', 'first', 'round', 'chile', 'presidential', 'election', 'largely', 'backed', 'candidate', 'support', 'country', 'market', 'economy', 'providing', 'boost', 'local', 'financial', 'market']"
1465011248597114881,course they will that core element their game plan accuse other side that which guilty election cheating only they,course they will that core element their game plan accuse other side that which guilty election cheating only they,course they will that core element their game plan accuse other side that which guilty election cheating only they,"['cours', 'they', 'will', 'that', 'core', 'element', 'their', 'game', 'plan', 'accus', 'other', 'side', 'that', 'which', 'guilti', 'elect', 'cheat', 'onli', 'they']","['course', 'they', 'will', 'that', 'core', 'element', 'their', 'game', 'plan', 'accuse', 'other', 'side', 'that', 'which', 'guilty', 'election', 'cheating', 'only', 'they']"
1465011246537662465,your wish came true last election,your wish came true last election,your wish came true last election,"['your', 'wish', 'came', 'true', 'last', 'elect']","['your', 'wish', 'came', 'true', 'last', 'election']"
1465011239000502272,prescribesalot might something though democrats variant south africa make sure influence domestic election,prescribesalot might something though democrats variant south africa make sure influence domestic election,prescribesalot might something though democrats variant south africa make sure influence domestic election,"['prescribesalot', 'might', 'someth', 'though', 'democrat', 'variant', 'south', 'africa', 'make', 'sure', 'influenc', 'domest', 'elect']","['prescribesalot', 'might', 'something', 'though', 'democrat', 'variant', 'south', 'africa', 'make', 'sure', 'influence', 'domestic', 'election']"
1465011232000200704,dear supreme court election commision arvind giving bribe punjab aware that,dear supreme court election commision arvind giving bribe punjab aware that,dear supreme court election commision arvind giving bribe punjab aware that,"['dear', 'suprem', 'court', 'elect', 'commis', 'arvind', 'give', 'bribe', 'punjab', 'awar', 'that']","['dear', 'supreme', 'court', 'election', 'commision', 'arvind', 'giving', 'bribe', 'punjab', 'aware', 'that']"
1465011230968619019,ukraine rating poll presidential election zelenskyi boiko opzzh june july 2021 fieldwork november 2021 sample size,ukraine rating poll presidential election zelenskyi boiko opzzh june july 2021 fieldwork november 2021 sample size,ukraine rating poll presidential election zelenskyi boiko opzzh june july 2021 fieldwork november 2021 sample size,"['ukrain', 'rate', 'poll', 'presidenti', 'elect', 'zelenskyi', 'boiko', 'opzzh', 'june', 'juli', '2021', 'fieldwork', 'novemb', '2021', 'sampl', 'size']","['ukraine', 'rating', 'poll', 'presidential', 'election', 'zelenskyi', 'boiko', 'opzzh', 'june', 'july', '2021', 'fieldwork', 'november', '2021', 'sample', 'size']"
1465011229555056640,just political gimmick govt votes election thats impossible implement federal country govt should work private sector regularisation workers hindu haryana reservation locals impossible implement,just political gimmick govt votes election thats impossible implement federal country govt should work private sector regularisation workers hindu haryana reservation locals impossible implement,just political gimmick govt votes election thats impossible implement federal country govt should work private sector regularisation workers hindu haryana reservation locals impossible implement,"['just', 'polit', 'gimmick', 'govt', 'vote', 'elect', 'that', 'imposs', 'implement', 'feder', 'countri', 'govt', 'should', 'work', 'privat', 'sector', 'regularis', 'worker', 'hindu', 'haryana', 'reserv', 'local', 'imposs', 'implement']","['just', 'political', 'gimmick', 'govt', 'vote', 'election', 'thats', 'impossible', 'implement', 'federal', 'country', 'govt', 'should', 'work', 'private', 'sector', 'regularisation', 'worker', 'hindu', 'haryana', 'reservation', 'local', 'impossible', 'implement']"
1465011197615517699,promised blood sports last election campaign word about since getting into government,promised blood sports last election campaign word about since getting into government,promised blood sports last election campaign word about since getting into government,"['promis', 'blood', 'sport', 'last', 'elect', 'campaign', 'word', 'about', 'sinc', 'get', 'into', 'govern']","['promised', 'blood', 'sport', 'last', 'election', 'campaign', 'word', 'about', 'since', 'getting', 'into', 'government']"
1465011169559732232,they voted when public lied media voting unreliable soon enough doesnt even have election date were time,they voted when public lied media voting unreliable soon enough doesnt even have election date were time,they voted when public lied media voting unreliable soon enough doesnt even have election date were time,"['they', 'vote', 'when', 'public', 'lie', 'media', 'vote', 'unreli', 'soon', 'enough', 'doesnt', 'even', 'have', 'elect', 'date', 'were', 'time']","['they', 'voted', 'when', 'public', 'lied', 'medium', 'voting', 'unreliable', 'soon', 'enough', 'doesnt', 'even', 'have', 'election', 'date', 'were', 'time']"
1465011153973792776,michelle obama kamala harris lead 2024 biden decides poll says funny they steal election again,michelle obama kamala harris lead 2024 biden decides poll says funny they steal election again,michelle obama kamala harris lead 2024 biden decides poll says funny they steal election again,"['michel', 'obama', 'kamala', 'harri', 'lead', '2024', 'biden', 'decid', 'poll', 'say', 'funni', 'they', 'steal', 'elect', 'again']","['michelle', 'obama', 'kamala', 'harris', 'lead', '2024', 'biden', 'decides', 'poll', 'say', 'funny', 'they', 'steal', 'election', 'again']"
1465011132134039563,election rallies were fine looks like natural immunity doing thing something freaks want talk about,election rallies were fine looks like natural immunity doing thing something freaks want talk about,election rallies were fine looks like natural immunity doing thing something freaks want talk about,"['elect', 'ralli', 'were', 'fine', 'look', 'like', 'natur', 'immun', 'do', 'thing', 'someth', 'freak', 'want', 'talk', 'about']","['election', 'rally', 'were', 'fine', 'look', 'like', 'natural', 'immunity', 'doing', 'thing', 'something', 'freak', 'want', 'talk', 'about']"
1465011119022657551,mike lindell news protest even more pathetic than thanksgiving election fraud marathon,mike lindell news protest even more pathetic than thanksgiving election fraud marathon,mike lindell news protest even more pathetic than thanksgiving election fraud marathon,"['mike', 'lindel', 'news', 'protest', 'even', 'more', 'pathet', 'than', 'thanksgiv', 'elect', 'fraud', 'marathon']","['mike', 'lindell', 'news', 'protest', 'even', 'more', 'pathetic', 'than', 'thanksgiving', 'election', 'fraud', 'marathon']"
1465011114127802377,worry ronny republicans have already gerrymandered maps death actually cheated mail ballots available everyone totally safe reminder else have provided proof terms 2020 election cheating,worry ronny republicans have already gerrymandered maps death actually cheated mail ballots available everyone totally safe reminder else have provided proof terms 2020 election cheating,worry ronny republicans have already gerrymandered maps death actually cheated mail ballots available everyone totally safe reminder else have provided proof terms 2020 election cheating,"['worri', 'ronni', 'republican', 'have', 'alreadi', 'gerrymand', 'map', 'death', 'actual', 'cheat', 'mail', 'ballot', 'avail', 'everyon', 'total', 'safe', 'remind', 'els', 'have', 'provid', 'proof', 'term', '2020', 'elect', 'cheat']","['worry', 'ronny', 'republican', 'have', 'already', 'gerrymandered', 'map', 'death', 'actually', 'cheated', 'mail', 'ballot', 'available', 'everyone', 'totally', 'safe', 'reminder', 'else', 'have', 'provided', 'proof', 'term', '2020', 'election', 'cheating']"
1465011100576108552,remember leading 2020 election kept having morning shows time after time obliterate their hosts then they would invite back again masterclass,remember leading 2020 election kept having morning shows time after time obliterate their hosts then they would invite back again masterclass,remember leading 2020 election kept having morning shows time after time obliterate their hosts then they would invite back again masterclass,"['rememb', 'lead', '2020', 'elect', 'kept', 'have', 'morn', 'show', 'time', 'after', 'time', 'obliter', 'their', 'host', 'then', 'they', 'would', 'invit', 'back', 'again', 'masterclass']","['remember', 'leading', '2020', 'election', 'kept', 'having', 'morning', 'show', 'time', 'after', 'time', 'obliterate', 'their', 'host', 'then', 'they', 'would', 'invite', 'back', 'again', 'masterclass']"
1465011079411646475,ghanaian were ghana before 2016 election,ghanaian were ghana before 2016 election,ghanaian were ghana before 2016 election,"['ghanaian', 'were', 'ghana', 'befor', '2016', 'elect']","['ghanaian', 'were', 'ghana', 'before', '2016', 'election']"
1465011070125416449,none fraud real frauds trump current trump crew colluded with russia 2016 election over hillary clinton proof pudding call yourself patriot,none fraud real frauds trump current trump crew colluded with russia 2016 election over hillary clinton proof pudding call yourself patriot,none fraud real frauds trump current trump crew colluded with russia 2016 election over hillary clinton proof pudding call yourself patriot,"['none', 'fraud', 'real', 'fraud', 'trump', 'current', 'trump', 'crew', 'collud', 'with', 'russia', '2016', 'elect', 'over', 'hillari', 'clinton', 'proof', 'pud', 'call', 'yourself', 'patriot']","['none', 'fraud', 'real', 'fraud', 'trump', 'current', 'trump', 'crew', 'colluded', 'with', 'russia', '2016', 'election', 'over', 'hillary', 'clinton', 'proof', 'pudding', 'call', 'yourself', 'patriot']"
1465011064177938436,remember when cruz guaranteed before election that whole covid crisis would disappear biden elected know hoax hurt incumbent pres apparently pushing hoax during biden administration actually helps incumbent party,remember when cruz guaranteed before election that whole covid crisis would disappear biden elected know hoax hurt incumbent pres apparently pushing hoax during biden administration actually helps incumbent party,remember when cruz guaranteed before election that whole covid crisis would disappear biden elected know hoax hurt incumbent pres apparently pushing hoax during biden administration actually helps incumbent party,"['rememb', 'when', 'cruz', 'guarante', 'befor', 'elect', 'that', 'whole', 'covid', 'crisi', 'would', 'disappear', 'biden', 'elect', 'know', 'hoax', 'hurt', 'incumb', 'pre', 'appar', 'push', 'hoax', 'dure', 'biden', 'administr', 'actual', 'help', 'incumb', 'parti']","['remember', 'when', 'cruz', 'guaranteed', 'before', 'election', 'that', 'whole', 'covid', 'crisis', 'would', 'disappear', 'biden', 'elected', 'know', 'hoax', 'hurt', 'incumbent', 'pres', 'apparently', 'pushing', 'hoax', 'during', 'biden', 'administration', 'actually', 'help', 'incumbent', 'party']"
1465011034834587652,hopefully conservatives will dump johnson before election,hopefully conservatives will dump johnson before election,hopefully conservatives will dump johnson before election,"['hope', 'conserv', 'will', 'dump', 'johnson', 'befor', 'elect']","['hopefully', 'conservative', 'will', 'dump', 'johnson', 'before', 'election']"
1465011030485049346,agreed would influence election results,agreed would influence election results,agreed would influence election results,"['agre', 'would', 'influenc', 'elect', 'result']","['agreed', 'would', 'influence', 'election', 'result']"
1465010998335741959,mueller notes interviews communications that might have revealed quid were denied clearly states trump obstructed investigation trump then attempts further subversion democracy after loses election attacks head remains imminent danger,mueller notes interviews communications that might have revealed quid were denied clearly states trump obstructed investigation trump then attempts further subversion democracy after loses election attacks head remains imminent danger,mueller notes interviews communications that might have revealed quid were denied clearly states trump obstructed investigation trump then attempts further subversion democracy after loses election attacks head remains imminent danger,"['mueller', 'note', 'interview', 'commun', 'that', 'might', 'have', 'reveal', 'quid', 'were', 'deni', 'clearli', 'state', 'trump', 'obstruct', 'investig', 'trump', 'then', 'attempt', 'further', 'subvers', 'democraci', 'after', 'lose', 'elect', 'attack', 'head', 'remain', 'immin', 'danger']","['mueller', 'note', 'interview', 'communication', 'that', 'might', 'have', 'revealed', 'quid', 'were', 'denied', 'clearly', 'state', 'trump', 'obstructed', 'investigation', 'trump', 'then', 'attempt', 'further', 'subversion', 'democracy', 'after', 'loses', 'election', 'attack', 'head', 'remains', 'imminent', 'danger']"
1465010992526639105,wonder democrats away with election fraud pretends republican gets support democrats unions pretends republican doesnt anything support republican efforts wonder these states were steals,wonder democrats away with election fraud pretends republican gets support democrats unions pretends republican doesnt anything support republican efforts wonder these states were steals,wonder democrats away with election fraud pretends republican gets support democrats unions pretends republican doesnt anything support republican efforts wonder these states were steals,"['wonder', 'democrat', 'away', 'with', 'elect', 'fraud', 'pretend', 'republican', 'get', 'support', 'democrat', 'union', 'pretend', 'republican', 'doesnt', 'anyth', 'support', 'republican', 'effort', 'wonder', 'these', 'state', 'were', 'steal']","['wonder', 'democrat', 'away', 'with', 'election', 'fraud', 'pretend', 'republican', 'get', 'support', 'democrat', 'union', 'pretend', 'republican', 'doesnt', 'anything', 'support', 'republican', 'effort', 'wonder', 'these', 'state', 'were', 'steal']"
1465010984246906884,khangress election ande rahi,khangress election ande rahi,khangress election ande rahi,"['khangress', 'elect', 'and', 'rahi']","['khangress', 'election', 'ande', 'rahi']"
1465010955960700934,connection between leghair presidential candidate election meddlers,connection between leghair presidential candidate election meddlers,connection between leghair presidential candidate election meddlers,"['connect', 'between', 'leghair', 'presidenti', 'candid', 'elect', 'meddler']","['connection', 'between', 'leghair', 'presidential', 'candidate', 'election', 'meddler']"
1465010935869816833,before last election aurora city council split between following election that liberal left city council,before last election aurora city council split between following election that liberal left city council,before last election aurora city council split between following election that liberal left city council,"['befor', 'last', 'elect', 'aurora', 'citi', 'council', 'split', 'between', 'follow', 'elect', 'that', 'liber', 'left', 'citi', 'council']","['before', 'last', 'election', 'aurora', 'city', 'council', 'split', 'between', 'following', 'election', 'that', 'liberal', 'left', 'city', 'council']"
1465010933730889732,that reminds what republicans were saying about democrats they were able turn some them election trump general that much different america than think sometimes,that reminds what republicans were saying about democrats they were able turn some them election trump general that much different america than think sometimes,that reminds what republicans were saying about democrats they were able turn some them election trump general that much different america than think sometimes,"['that', 'remind', 'what', 'republican', 'were', 'say', 'about', 'democrat', 'they', 'were', 'abl', 'turn', 'some', 'them', 'elect', 'trump', 'gener', 'that', 'much', 'differ', 'america', 'than', 'think', 'sometim']","['that', 'reminds', 'what', 'republican', 'were', 'saying', 'about', 'democrat', 'they', 'were', 'able', 'turn', 'some', 'them', 'election', 'trump', 'general', 'that', 'much', 'different', 'america', 'than', 'think', 'sometimes']"
1465010918027239433,democrat tony evers democrat gretchen whitmer democrat wolf republican brian kemp republican rick desantis democrats both parties election watchers observed,democrat tony evers democrat gretchen whitmer democrat wolf republican brian kemp republican rick desantis democrats both parties election watchers observed,democrat tony evers democrat gretchen whitmer democrat wolf republican brian kemp republican rick desantis democrats both parties election watchers observed,"['democrat', 'toni', 'ever', 'democrat', 'gretchen', 'whitmer', 'democrat', 'wolf', 'republican', 'brian', 'kemp', 'republican', 'rick', 'desanti', 'democrat', 'both', 'parti', 'elect', 'watcher', 'observ']","['democrat', 'tony', 'evers', 'democrat', 'gretchen', 'whitmer', 'democrat', 'wolf', 'republican', 'brian', 'kemp', 'republican', 'rick', 'desantis', 'democrat', 'both', 'party', 'election', 'watcher', 'observed']"
1465010891443867650,this crucial election that could deprive united states imperial outpost while restoring democracy sovereignty people honduras with much stake early signs widespread electoral fraud deeply concerning,this crucial election that could deprive united states imperial outpost while restoring democracy sovereignty people honduras with much stake early signs widespread electoral fraud deeply concerning,this crucial election that could deprive united states imperial outpost while restoring democracy sovereignty people honduras with much stake early signs widespread electoral fraud deeply concerning,"['thi', 'crucial', 'elect', 'that', 'could', 'depriv', 'unit', 'state', 'imperi', 'outpost', 'while', 'restor', 'democraci', 'sovereignti', 'peopl', 'hondura', 'with', 'much', 'stake', 'earli', 'sign', 'widespread', 'elector', 'fraud', 'deepli', 'concern']","['this', 'crucial', 'election', 'that', 'could', 'deprive', 'united', 'state', 'imperial', 'outpost', 'while', 'restoring', 'democracy', 'sovereignty', 'people', 'honduras', 'with', 'much', 'stake', 'early', 'sign', 'widespread', 'electoral', 'fraud', 'deeply', 'concerning']"
1465010872619880452,they thats they elected hamas elected they defend people against barbarians colonizers apartheid state israel definition terrorist look,they thats they elected hamas elected they defend people against barbarians colonizers apartheid state israel definition terrorist look,they thats they elected hamas elected they defend people against barbarians colonizers apartheid state israel definition terrorist look,"['they', 'that', 'they', 'elect', 'hama', 'elect', 'they', 'defend', 'peopl', 'against', 'barbarian', 'colon', 'apartheid', 'state', 'israel', 'definit', 'terrorist', 'look']","['they', 'thats', 'they', 'elected', 'hamas', 'elected', 'they', 'defend', 'people', 'against', 'barbarian', 'colonizer', 'apartheid', 'state', 'israel', 'definition', 'terrorist', 'look']"
1465010865866952720,despite resentment their treatment jeremy would have been given benefit doubt behaviour since been frankly unforgivable liar fraud will election thats impossibility,despite resentment their treatment jeremy would have been given benefit doubt behaviour since been frankly unforgivable liar fraud will election thats impossibility,despite resentment their treatment jeremy would have been given benefit doubt behaviour since been frankly unforgivable liar fraud will election thats impossibility,"['despit', 'resent', 'their', 'treatment', 'jeremi', 'would', 'have', 'been', 'given', 'benefit', 'doubt', 'behaviour', 'sinc', 'been', 'frankli', 'unforgiv', 'liar', 'fraud', 'will', 'elect', 'that', 'imposs']","['despite', 'resentment', 'their', 'treatment', 'jeremy', 'would', 'have', 'been', 'given', 'benefit', 'doubt', 'behaviour', 'since', 'been', 'frankly', 'unforgivable', 'liar', 'fraud', 'will', 'election', 'thats', 'impossibility']"
