Date,buy tesla_unscaled,scale,buy tesla,elon musk_unscaled,scale,elon musk,model 3_unscaled,scale,model 3,model y_unscaled,scale,model y,tsla stock_unscaled,scale,tsla stock,tesla earnings_unscaled,scale,tesla earnings,car market_unscaled,scale,car market,electric vehicles_unscaled,scale,electric vehicles,environment_unscaled,scale,environment,elon musk fraud_unscaled,scale,elon musk fraud,whistleblower_unscaled,scale,whistleblower,union_unscaled,scale,union,tesla debt_unscaled,scale,tesla debt,subsidy_unscaled,scale,subsidy,Open,High,Low,Close,Out
2021-01-10,81,0.6,48.6,36,0.3,10.799999999999999,67,0.78,52.260000000000005,70,0.79,55.300000000000004,17,0.87,14.79,4,0.13,0.52,54,0.5,27.0,32,0.53,16.96,40,0.77,30.8,0.0,0.48,0.0,100,0.05,5.0,47,0.82,38.54,0,0.2,0.0,39,0.48,18.72,856.0,884.489990234375,838.3900146484375,880.02001953125,0
2021-01-11,65,0.6,39.0,30,0.3,9.0,74,0.78,57.72,58,0.79,45.82,81,0.87,70.47,2,0.13,0.26,18,0.5,9.0,26,0.53,13.780000000000001,67,0.77,51.59,0.0,0.48,0.0,45,0.05,2.25,72,0.82,59.04,48,0.2,9.600000000000001,35,0.48,16.8,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,1
2021-01-12,41,0.6,24.599999999999998,30,0.3,9.0,61,0.78,47.58,45,0.79,35.550000000000004,70,0.87,60.9,3,0.13,0.39,43,0.5,21.5,39,0.53,20.67,72,0.77,55.44,99.0,0.48,47.519999999999996,55,0.05,2.75,67,0.82,54.94,0,0.2,0.0,100,0.48,48.0,831.0,868.0,827.3400268554688,849.4400024414062,0
2021-01-13,39,0.6,23.4,37,0.3,11.1,69,0.78,53.82,61,0.79,48.190000000000005,74,0.87,64.38,3,0.13,0.39,25,0.5,12.5,27,0.53,14.31,82,0.77,63.14,100.0,0.48,48.0,46,0.05,2.3000000000000003,66,0.82,54.12,0,0.2,0.0,43,0.48,20.64,852.760009765625,860.469970703125,832.0,854.4099731445312,0
2021-01-14,45,0.6,27.0,27,0.3,8.1,59,0.78,46.02,48,0.79,37.92,69,0.87,60.03,7,0.13,0.91,100,0.5,50.0,23,0.53,12.190000000000001,95,0.77,73.15,0.0,0.48,0.0,65,0.05,3.25,71,0.82,58.22,50,0.2,10.0,58,0.48,27.84,843.3900146484375,863.0,838.75,845.0,0
2021-01-15,34,0.6,20.4,19,0.3,5.7,71,0.78,55.38,53,0.79,41.870000000000005,56,0.87,48.72,2,0.13,0.26,63,0.5,31.5,17,0.53,9.01,87,0.77,66.99,0.0,0.48,0.0,56,0.05,2.8000000000000003,77,0.82,63.13999999999999,100,0.2,20.0,66,0.48,31.68,852.0,859.9000244140625,819.0999755859375,826.1599731445312,1
2021-01-16,25,0.6,15.0,23,0.3,6.8999999999999995,73,0.78,56.940000000000005,84,0.79,66.36,11,0.87,9.57,4,0.13,0.52,34,0.5,17.0,22,0.53,11.66,52,0.77,40.04,0.0,0.48,0.0,72,0.05,3.6,58,0.82,47.559999999999995,0,0.2,0.0,8,0.48,3.84,852.0,859.9000244140625,819.0999755859375,826.1599731445312,1
2021-01-17,36,0.5,18.0,18,0.16,2.88,87,0.81,70.47,61,0.75,45.75,6,0.48,2.88,0,0.22,0.0,73,0.55,40.150000000000006,21,0.49,10.29,49,0.76,37.24,0.0,0.0,0.0,40,0.04,1.6,43,0.82,35.26,0,0.39,0.0,39,0.59,23.009999999999998,852.0,859.9000244140625,819.0999755859375,826.1599731445312,1
2021-01-18,35,0.5,17.5,15,0.16,2.4,59,0.81,47.790000000000006,58,0.75,43.5,12,0.48,5.76,2,0.22,0.44,45,0.55,24.750000000000004,28,0.49,13.719999999999999,59,0.76,44.84,0.0,0.0,0.0,97,0.04,3.88,62,0.82,50.839999999999996,52,0.39,20.28,68,0.59,40.12,852.0,859.9000244140625,819.0999755859375,826.1599731445312,1
2021-01-19,14,0.5,7.0,17,0.16,2.72,76,0.81,61.56,46,0.75,34.5,45,0.48,21.599999999999998,3,0.22,0.66,37,0.55,20.35,23,0.49,11.27,90,0.76,68.4,0.0,0.0,0.0,84,0.04,3.36,73,0.82,59.86,0,0.39,0.0,29,0.59,17.11,837.7999877929688,850.0,833.0,844.5499877929688,0
2021-01-20,30,0.5,15.0,18,0.16,2.88,65,0.81,52.650000000000006,63,0.75,47.25,38,0.48,18.24,7,0.22,1.54,43,0.55,23.650000000000002,33,0.49,16.169999999999998,87,0.76,66.12,0.0,0.0,0.0,18,0.04,0.72,67,0.82,54.94,0,0.39,0.0,71,0.59,41.89,858.739990234375,859.5,837.280029296875,850.4500122070312,1
2021-01-21,33,0.5,16.5,15,0.16,2.4,64,0.81,51.84,58,0.75,43.5,49,0.48,23.52,9,0.22,1.98,67,0.55,36.85,33,0.49,16.169999999999998,92,0.76,69.92,0.0,0.0,0.0,64,0.04,2.56,69,0.82,56.58,0,0.39,0.0,85,0.59,50.15,855.0,855.719970703125,841.4199829101562,844.989990234375,1
2021-01-22,37,0.5,18.5,20,0.16,3.2,70,0.81,56.7,51,0.75,38.25,46,0.48,22.08,13,0.22,2.86,88,0.55,48.400000000000006,13,0.49,6.37,93,0.76,70.68,0.0,0.0,0.0,84,0.04,3.36,73,0.82,59.86,50,0.39,19.5,87,0.59,51.33,834.3099975585938,848.0,828.6199951171875,846.6400146484375,0
2021-01-23,31,0.5,15.5,22,0.16,3.52,70,0.81,56.7,47,0.75,35.25,8,0.48,3.84,6,0.22,1.32,68,0.55,37.400000000000006,40,0.49,19.6,55,0.76,41.8,0.0,0.0,0.0,92,0.04,3.68,64,0.82,52.48,0,0.39,0.0,40,0.59,23.599999999999998,834.3099975585938,848.0,828.6199951171875,846.6400146484375,0
2021-01-24,18,0.79,14.22,17,0.33,5.61,100,0.77,77.0,74,0.7,51.8,7,0.91,6.37,7,1.0,7.0,81,0.61,49.41,25,0.76,19.0,64,0.83,53.12,0.0,0.47,0.0,20,0.04,0.8,42,0.83,34.86,0,0.2,0.0,24,0.57,13.68,834.3099975585938,848.0,828.6199951171875,846.6400146484375,0
2021-01-25,46,0.79,36.34,15,0.33,4.95,83,0.77,63.910000000000004,40,0.7,28.0,51,0.91,46.410000000000004,23,1.0,23.0,48,0.61,29.28,58,0.76,44.08,81,0.83,67.22999999999999,0.0,0.47,0.0,54,0.04,2.16,69,0.83,57.269999999999996,0,0.2,0.0,70,0.57,39.9,855.0,900.4000244140625,838.8200073242188,880.7999877929688,0
2021-01-26,41,0.79,32.39,26,0.33,8.58,79,0.77,60.83,41,0.7,28.7,55,0.91,50.050000000000004,28,1.0,28.0,55,0.61,33.55,62,0.76,47.12,95,0.83,78.85,0.0,0.47,0.0,55,0.04,2.2,67,0.83,55.61,0,0.2,0.0,14,0.57,7.9799999999999995,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688,1
2021-01-27,64,0.79,50.56,39,0.33,12.870000000000001,60,0.77,46.2,46,0.7,32.199999999999996,85,0.91,77.35000000000001,100,1.0,100.0,37,0.61,22.57,73,0.76,55.480000000000004,87,0.83,72.21,0.0,0.47,0.0,83,0.04,3.3200000000000003,67,0.83,55.61,0,0.2,0.0,72,0.57,41.04,870.3499755859375,891.5,858.6599731445312,864.1599731445312,1
2021-01-28,64,0.79,50.56,42,0.33,13.860000000000001,68,0.77,52.36,46,0.7,32.199999999999996,96,0.91,87.36,21,1.0,21.0,75,0.61,45.75,100,0.76,76.0,95,0.83,78.85,0.0,0.47,0.0,65,0.04,2.6,72,0.83,59.76,50,0.2,10.0,72,0.57,41.04,820.0,848.0,801.0,835.4299926757812,0
2021-01-29,79,0.79,62.410000000000004,55,0.33,18.150000000000002,57,0.77,43.89,48,0.7,33.599999999999994,73,0.91,66.43,3,1.0,3.0,95,0.61,57.949999999999996,68,0.76,51.68,100,0.83,83.0,0.0,0.47,0.0,66,0.04,2.64,76,0.83,63.08,0,0.2,0.0,44,0.57,25.08,830.0,842.4099731445312,780.0999755859375,793.530029296875,1
2021-01-30,66,0.79,52.14,38,0.33,12.540000000000001,62,0.77,47.74,73,0.7,51.099999999999994,21,0.91,19.11,2,1.0,2.0,63,0.61,38.43,60,0.76,45.6,53,0.83,43.989999999999995,0.0,0.47,0.0,10,0.04,0.4,62,0.83,51.46,0,0.2,0.0,57,0.57,32.489999999999995,830.0,842.4099731445312,780.0999755859375,793.530029296875,1
2021-01-31,88,1.0,88.0,28,0.31,8.68,82,0.75,61.5,67,0.64,42.88,11,0.64,7.04,0,0.06,0.0,56,0.66,36.96,52,0.84,43.68,67,0.89,59.63,0.0,0.0,0.0,41,0.03,1.23,46,0.85,39.1,0,0.19,0.0,32,0.47,15.04,830.0,842.4099731445312,780.0999755859375,793.530029296875,1
2021-02-01,100,1.0,100.0,92,0.31,28.52,80,0.75,60.0,43,0.64,27.52,53,0.64,33.92,59,0.06,3.54,48,0.66,31.68,57,0.84,47.879999999999995,86,0.89,76.54,0.0,0.0,0.0,87,0.03,2.61,91,0.85,77.35,48,0.19,9.120000000000001,66,0.47,31.02,814.2899780273438,842.0,795.5599975585938,839.8099975585938,0
2021-02-02,58,1.0,58.0,93,0.31,28.83,82,0.75,61.5,52,0.64,33.28,55,0.64,35.2,80,0.06,4.8,24,0.66,15.84,39,0.84,32.76,92,0.89,81.88,0.0,0.0,0.0,67,0.03,2.01,91,0.85,77.35,49,0.19,9.31,62,0.47,29.139999999999997,844.6799926757812,880.5,842.2000122070312,872.7899780273438,0
2021-02-03,32,1.0,32.0,80,0.31,24.8,62,0.75,46.5,26,0.64,16.64,50,0.64,32.0,100,0.06,6.0,42,0.66,27.720000000000002,42,0.84,35.28,77,0.89,68.53,0.0,0.0,0.0,89,0.03,2.67,86,0.85,73.1,0,0.19,0.0,61,0.47,28.669999999999998,877.02001953125,878.0800170898438,853.0599975585938,854.6900024414062,1
2021-02-04,40,1.0,40.0,100,0.31,31.0,93,0.75,69.75,46,0.64,29.44,48,0.64,30.72,20,0.06,1.2,39,0.66,25.740000000000002,52,0.84,43.68,77,0.89,68.53,0.0,0.0,0.0,79,0.03,2.37,91,0.85,77.35,0,0.19,0.0,81,0.47,38.07,855.0,856.5,833.4199829101562,849.989990234375,1
2021-02-05,26,1.0,26.0,72,0.31,22.32,63,0.75,47.25,45,0.64,28.8,37,0.64,23.68,0,0.06,0.0,25,0.66,16.5,62,0.84,52.08,88,0.89,78.32000000000001,0.0,0.0,0.0,45,0.03,1.3499999999999999,93,0.85,79.05,99,0.19,18.81,44,0.47,20.68,845.0,864.77001953125,838.969970703125,852.22998046875,0
2021-02-06,22,1.0,22.0,83,0.31,25.73,70,0.75,52.5,56,0.64,35.84,12,0.64,7.68,22,0.06,1.3199999999999998,35,0.66,23.1,47,0.84,39.48,38,0.89,33.82,0.0,0.0,0.0,25,0.03,0.75,74,0.85,62.9,0,0.19,0.0,14,0.47,6.58,845.0,864.77001953125,838.969970703125,852.22998046875,0
2021-02-07,19,0.68,12.920000000000002,94,0.29,27.259999999999998,75,0.68,51.00000000000001,52,0.74,38.48,6,0.56,3.3600000000000003,43,0.02,0.86,60,0.73,43.8,63,0.91,57.330000000000005,50,0.89,44.5,0.0,0.0,0.0,48,0.03,1.44,54,0.8,43.2,0,0.39,0.0,20,0.61,12.2,845.0,864.77001953125,838.969970703125,852.22998046875,0
2021-02-08,42,0.68,28.560000000000002,93,0.29,26.97,69,0.68,46.92,56,0.74,41.44,36,0.56,20.160000000000004,0,0.02,0.0,37,0.73,27.009999999999998,100,0.91,91.0,82,0.89,72.98,0.0,0.0,0.0,32,0.03,0.96,79,0.8,63.2,0,0.39,0.0,24,0.61,14.64,869.6699829101562,877.77001953125,854.75,863.4199829101562,1
2021-02-09,35,0.68,23.8,85,0.29,24.65,56,0.68,38.080000000000005,46,0.74,34.04,44,0.56,24.64,21,0.02,0.42,22,0.73,16.06,40,0.91,36.4,85,0.89,75.65,0.0,0.0,0.0,35,0.03,1.05,82,0.8,65.60000000000001,51,0.39,19.89,57,0.61,34.769999999999996,855.1199951171875,859.7999877929688,841.75,849.4600219726562,1
2021-02-10,36,0.68,24.48,72,0.29,20.88,68,0.68,46.24,52,0.74,38.48,48,0.56,26.880000000000003,0,0.02,0.0,14,0.73,10.219999999999999,39,0.91,35.49,83,0.89,73.87,0.0,0.0,0.0,56,0.03,1.68,84,0.8,67.2,50,0.39,19.5,56,0.61,34.16,843.6400146484375,844.8200073242188,800.02001953125,804.8200073242188,1
2021-02-11,44,0.68,29.92,73,0.29,21.169999999999998,61,0.68,41.480000000000004,44,0.74,32.56,46,0.56,25.76,0,0.02,0.0,39,0.73,28.47,42,0.91,38.22,73,0.89,64.97,0.0,0.0,0.0,56,0.03,1.68,82,0.8,65.60000000000001,49,0.39,19.11,74,0.61,45.14,812.4400024414062,829.8800048828125,801.72998046875,811.6599731445312,1
2021-02-12,18,0.68,12.24,66,0.29,19.139999999999997,60,0.68,40.800000000000004,43,0.74,31.82,38,0.56,21.28,41,0.02,0.8200000000000001,32,0.73,23.36,26,0.91,23.66,71,0.89,63.19,0.0,0.0,0.0,79,0.03,2.37,87,0.8,69.60000000000001,0,0.39,0.0,62,0.61,37.82,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,0
2021-02-13,29,0.68,19.720000000000002,70,0.29,20.299999999999997,90,0.68,61.2,63,0.74,46.62,7,0.56,3.9200000000000004,22,0.02,0.44,67,0.73,48.91,33,0.91,30.03,47,0.89,41.83,0.0,0.0,0.0,100,0.03,3.0,76,0.8,60.800000000000004,0,0.39,0.0,7,0.61,4.27,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,0
2021-02-14,24,0.4,9.600000000000001,47,0.21,9.87,72,0.8,57.6,69,0.84,57.96,6,0.5,3.0,0,0.06,0.0,23,0.85,19.55,46,0.61,28.06,48,0.8,38.400000000000006,0.0,0.0,0.0,24,0.03,0.72,54,0.87,46.98,0,0.4,0.0,20,0.69,13.799999999999999,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,0
2021-02-15,15,0.4,6.0,60,0.21,12.6,87,0.8,69.60000000000001,64,0.84,53.76,13,0.5,6.5,42,0.06,2.52,29,0.85,24.65,34,0.61,20.74,68,0.8,54.400000000000006,0.0,0.0,0.0,71,0.03,2.13,79,0.87,68.73,52,0.4,20.8,39,0.69,26.909999999999997,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,0
2021-02-16,19,0.4,7.6000000000000005,51,0.21,10.709999999999999,65,0.8,52.0,60,0.84,50.4,45,0.5,22.5,42,0.06,2.52,33,0.85,28.05,40,0.61,24.4,76,0.8,60.800000000000004,0.0,0.0,0.0,81,0.03,2.4299999999999997,93,0.87,80.91,0,0.4,0.0,58,0.69,40.019999999999996,818.0,821.0,792.4400024414062,796.219970703125,1
2021-02-17,26,0.4,10.4,50,0.21,10.5,66,0.8,52.800000000000004,39,0.84,32.76,49,0.5,24.5,41,0.06,2.46,39,0.85,33.15,56,0.61,34.16,64,0.8,51.2,0.0,0.0,0.0,57,0.03,1.71,91,0.87,79.17,0,0.4,0.0,81,0.69,55.88999999999999,779.0900268554688,799.8400268554688,762.010009765625,798.1500244140625,0
2021-02-18,22,0.4,8.8,54,0.21,11.34,84,0.8,67.2,70,0.84,58.8,46,0.5,23.0,20,0.06,1.2,57,0.85,48.449999999999996,36,0.61,21.96,83,0.8,66.4,0.0,0.0,0.0,68,0.03,2.04,85,0.87,73.95,50,0.4,20.0,82,0.69,56.58,780.9000244140625,794.6900024414062,776.27001953125,787.3800048828125,0
2021-02-19,29,0.4,11.600000000000001,53,0.21,11.129999999999999,74,0.8,59.2,55,0.84,46.199999999999996,32,0.5,16.0,21,0.06,1.26,43,0.85,36.55,37,0.61,22.57,78,0.8,62.400000000000006,0.0,0.0,0.0,57,0.03,1.71,95,0.87,82.65,0,0.4,0.0,32,0.69,22.08,795.0,796.7899780273438,777.3699951171875,781.2999877929688,1
2021-02-20,18,0.4,7.2,54,0.21,11.34,93,0.8,74.4,66,0.84,55.44,8,0.5,4.0,23,0.06,1.38,100,0.85,85.0,55,0.61,33.55,47,0.8,37.6,0.0,0.0,0.0,89,0.03,2.67,77,0.87,66.99,0,0.4,0.0,63,0.69,43.47,795.0,796.7899780273438,777.3699951171875,781.2999877929688,1
2021-02-21,23,0.4,9.200000000000001,63,0.18,11.34,100,0.82,82.0,100,1.0,100.0,6,0.93,5.58,0,0.1,0.0,44,1.0,44.0,34,0.67,22.78,41,0.9,36.9,0.0,0.49,0.0,26,0.03,0.78,55,0.88,48.4,0,1.0,0.0,43,0.83,35.69,795.0,796.7899780273438,777.3699951171875,781.2999877929688,1
2021-02-22,22,0.4,8.8,50,0.18,9.0,75,0.82,61.49999999999999,77,1.0,77.0,51,0.93,47.43,79,0.1,7.9,72,1.0,72.0,22,0.67,14.74,93,0.9,83.7,0.0,0.49,0.0,66,0.03,1.98,84,0.88,73.92,0,1.0,0.0,60,0.83,49.8,762.6400146484375,768.5,710.2000122070312,714.5,1
2021-02-23,35,0.4,14.0,58,0.18,10.44,90,0.82,73.8,73,1.0,73.0,100,0.93,93.0,41,0.1,4.1000000000000005,43,1.0,43.0,50,0.67,33.5,100,0.9,90.0,0.0,0.49,0.0,68,0.03,2.04,90,0.88,79.2,100,1.0,100.0,75,0.83,62.25,662.1300048828125,713.6099853515625,619.0,698.8400268554688,0
2021-02-24,16,0.4,6.4,56,0.18,10.08,70,0.82,57.4,45,1.0,45.0,81,0.93,75.33,100,0.1,10.0,63,1.0,63.0,45,0.67,30.150000000000002,83,0.9,74.7,0.0,0.49,0.0,56,0.03,1.68,93,0.88,81.84,0,1.0,0.0,80,0.83,66.39999999999999,711.8499755859375,745.0,694.1699829101562,742.02001953125,0
2021-02-25,26,0.4,10.4,55,0.18,9.9,69,0.82,56.58,41,1.0,41.0,68,0.93,63.24,0,0.1,0.0,46,1.0,46.0,42,0.67,28.14,89,0.9,80.10000000000001,89.0,0.49,43.61,34,0.03,1.02,100,0.88,88.0,0,1.0,0.0,93,0.83,77.19,726.1500244140625,737.2100219726562,670.5800170898438,682.219970703125,1
2021-02-26,22,0.4,8.8,44,0.18,7.92,70,0.82,57.4,49,1.0,49.0,67,0.93,62.31,41,0.1,4.1000000000000005,64,1.0,64.0,43,0.67,28.810000000000002,91,0.9,81.9,0.0,0.49,0.0,34,0.03,1.02,97,0.88,85.36,99,1.0,99.0,100,0.83,83.0,700.0,706.7000122070312,659.510009765625,675.5,1
2021-02-27,12,0.4,4.800000000000001,48,0.18,8.64,87,0.82,71.33999999999999,69,1.0,69.0,15,0.93,13.950000000000001,0,0.1,0.0,65,1.0,65.0,37,0.67,24.790000000000003,36,0.9,32.4,0.0,0.49,0.0,65,0.03,1.95,80,0.88,70.4,0,1.0,0.0,78,0.83,64.74,700.0,706.7000122070312,659.510009765625,675.5,1
2021-02-28,32,0.45,14.4,41,0.17,6.970000000000001,94,0.82,77.08,48,0.72,34.56,9,0.83,7.47,23,0.05,1.1500000000000001,36,0.6,21.599999999999998,33,0.68,22.44,50,0.91,45.5,100.0,0.48,48.0,50,0.03,1.5,63,0.92,57.96,0,0.4,0.0,28,0.74,20.72,700.0,706.7000122070312,659.510009765625,675.5,1
2021-03-01,59,0.45,26.55,44,0.17,7.48,89,0.82,72.97999999999999,57,0.72,41.04,46,0.83,38.18,18,0.05,0.9,79,0.6,47.4,68,0.68,46.24,93,0.91,84.63000000000001,0.0,0.48,0.0,15,0.03,0.44999999999999996,93,0.92,85.56,0,0.4,0.0,73,0.74,54.019999999999996,690.1099853515625,719.0,685.0499877929688,718.4299926757812,0
2021-03-02,54,0.45,24.3,37,0.17,6.29,76,0.82,62.31999999999999,37,0.72,26.64,44,0.83,36.519999999999996,18,0.05,0.9,61,0.6,36.6,100,0.68,68.0,87,0.91,79.17,0.0,0.48,0.0,100,0.03,3.0,80,0.92,73.60000000000001,0,0.4,0.0,37,0.74,27.38,718.280029296875,721.1099853515625,685.0,686.4400024414062,1
2021-03-03,85,0.45,38.25,36,0.17,6.12,77,0.82,63.13999999999999,55,0.72,39.6,52,0.83,43.16,90,0.05,4.5,23,0.6,13.799999999999999,78,0.68,53.040000000000006,100,0.91,91.0,100.0,0.48,48.0,46,0.03,1.38,85,0.92,78.2,29,0.4,11.600000000000001,42,0.74,31.08,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312,1
2021-03-04,65,0.45,29.25,46,0.17,7.82,53,0.82,43.46,39,0.72,28.08,61,0.83,50.629999999999995,36,0.05,1.8,23,0.6,13.799999999999999,63,0.68,42.84,88,0.91,80.08,0.0,0.48,0.0,61,0.03,1.8299999999999998,80,0.92,73.60000000000001,0,0.4,0.0,55,0.74,40.7,655.7999877929688,668.4500122070312,600.0,621.4400024414062,1
2021-03-05,100,0.45,45.0,100,0.17,17.0,76,0.82,62.31999999999999,56,0.72,40.32,100,0.83,83.0,56,0.05,2.8000000000000003,67,0.6,40.199999999999996,22,0.68,14.96,95,0.91,86.45,0.0,0.48,0.0,8,0.03,0.24,87,0.92,80.04,0,0.4,0.0,44,0.74,32.56,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,1
2021-03-06,61,0.45,27.45,66,0.17,11.22,76,0.82,62.31999999999999,82,0.72,59.04,22,0.83,18.259999999999998,41,0.05,2.0500000000000003,58,0.6,34.8,30,0.68,20.400000000000002,52,0.91,47.32,0.0,0.48,0.0,9,0.03,0.27,64,0.92,58.88,100,0.4,40.0,48,0.74,35.519999999999996,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,1
2021-03-07,49,0.48,23.52,58,0.14,8.120000000000001,81,0.83,67.22999999999999,100,0.77,77.0,19,1.0,19.0,0,0.06,0.0,48,0.6,28.799999999999997,30,0.54,16.200000000000003,57,0.82,46.739999999999995,0.0,0.0,0.0,44,0.03,1.3199999999999998,50,0.92,46.0,0,0.2,0.0,28,0.9,25.2,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,1
2021-03-08,97,0.48,46.559999999999995,45,0.14,6.300000000000001,89,0.83,73.86999999999999,58,0.77,44.660000000000004,81,1.0,81.0,18,0.06,1.08,80,0.6,48.0,47,0.54,25.380000000000003,80,0.82,65.6,0.0,0.0,0.0,62,0.03,1.8599999999999999,73,0.92,67.16,30,0.2,6.0,61,0.9,54.9,600.5499877929688,620.1300048828125,558.7899780273438,563.0,1
2021-03-09,72,0.48,34.56,45,0.14,6.300000000000001,70,0.83,58.099999999999994,67,0.77,51.59,95,1.0,95.0,19,0.06,1.14,24,0.6,14.399999999999999,59,0.54,31.860000000000003,87,0.82,71.33999999999999,0.0,0.0,0.0,39,0.03,1.17,77,0.92,70.84,0,0.2,0.0,87,0.9,78.3,608.1799926757812,678.0900268554688,595.2100219726562,673.5800170898438,0
2021-03-10,69,0.48,33.12,42,0.14,5.880000000000001,58,0.83,48.14,53,0.77,40.81,80,1.0,80.0,36,0.06,2.16,41,0.6,24.599999999999998,26,0.54,14.040000000000001,89,0.82,72.97999999999999,0.0,0.0,0.0,15,0.03,0.44999999999999996,78,0.92,71.76,0,0.2,0.0,60,0.9,54.0,700.2999877929688,717.8499755859375,655.0599975585938,668.0599975585938,1
2021-03-11,65,0.48,31.2,30,0.14,4.2,83,0.83,68.89,71,0.77,54.67,61,1.0,61.0,18,0.06,1.08,42,0.6,25.2,37,0.54,19.98,89,0.82,72.97999999999999,0.0,0.0,0.0,70,0.03,2.1,75,0.92,69.0,0,0.2,0.0,92,0.9,82.8,699.4000244140625,702.5,677.1799926757812,699.5999755859375,0
2021-03-12,17,0.48,8.16,33,0.14,4.62,73,0.83,60.589999999999996,54,0.77,41.58,50,1.0,50.0,37,0.06,2.2199999999999998,53,0.6,31.799999999999997,54,0.54,29.160000000000004,89,0.82,72.97999999999999,0.0,0.0,0.0,47,0.03,1.41,96,0.92,88.32000000000001,0,0.2,0.0,75,0.9,67.5,670.0,694.8800048828125,666.1400146484375,693.72998046875,0
2021-03-13,46,0.48,22.08,38,0.14,5.32,71,0.83,58.93,76,0.77,58.52,13,1.0,13.0,59,0.06,3.54,70,0.6,42.0,34,0.54,18.36,48,0.82,39.36,0.0,0.0,0.0,33,0.03,0.99,91,0.92,83.72,0,0.2,0.0,13,0.9,11.700000000000001,670.0,694.8800048828125,666.1400146484375,693.72998046875,0
2021-03-14,40,0.36,14.399999999999999,44,0.12,5.279999999999999,100,0.85,85.0,87,0.94,81.78,9,0.63,5.67,38,0.05,1.9000000000000001,30,0.6,18.0,55,0.58,31.9,39,0.79,30.810000000000002,0.0,0.0,0.0,16,0.02,0.32,62,1.0,62.0,0,0.75,0.0,45,0.96,43.199999999999996,670.0,694.8800048828125,666.1400146484375,693.72998046875,0
2021-03-15,36,0.36,12.959999999999999,39,0.12,4.68,57,0.85,48.449999999999996,39,0.94,36.66,46,0.63,28.98,0,0.05,0.0,39,0.6,23.4,65,0.58,37.699999999999996,85,0.79,67.15,0.0,0.0,0.0,25,0.02,0.5,88,1.0,88.0,0,0.75,0.0,81,0.96,77.75999999999999,694.0900268554688,713.1799926757812,684.0399780273438,707.9400024414062,0
2021-03-16,56,0.36,20.16,43,0.12,5.16,68,0.85,57.8,81,0.94,76.14,48,0.63,30.240000000000002,0,0.05,0.0,44,0.6,26.4,59,0.58,34.22,86,0.79,67.94,0.0,0.0,0.0,26,0.02,0.52,89,1.0,89.0,0,0.75,0.0,100,0.96,96.0,703.3499755859375,707.9199829101562,671.0,676.8800048828125,1
2021-03-17,57,0.36,20.52,32,0.12,3.84,65,0.85,55.25,82,0.94,77.08,48,0.63,30.240000000000002,35,0.05,1.75,18,0.6,10.799999999999999,61,0.58,35.379999999999995,82,0.79,64.78,0.0,0.0,0.0,37,0.02,0.74,100,1.0,100.0,0,0.75,0.0,89,0.96,85.44,656.8699951171875,703.72998046875,651.010009765625,701.8099975585938,0
2021-03-18,26,0.36,9.36,38,0.12,4.56,62,0.85,52.699999999999996,51,0.94,47.94,49,0.63,30.87,35,0.05,1.75,50,0.6,30.0,62,0.58,35.96,82,0.79,64.78,0.0,0.0,0.0,45,0.02,0.9,87,1.0,87.0,0,0.75,0.0,54,0.96,51.839999999999996,684.2899780273438,689.22998046875,652.0,653.1599731445312,1
2021-03-19,32,0.36,11.52,32,0.12,3.84,63,0.85,53.55,49,0.94,46.059999999999995,41,0.63,25.830000000000002,0,0.05,0.0,66,0.6,39.6,69,0.58,40.019999999999996,72,0.79,56.88,0.0,0.0,0.0,15,0.02,0.3,87,1.0,87.0,30,0.75,22.5,61,0.96,58.559999999999995,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,0
2021-03-20,59,0.36,21.24,35,0.12,4.2,86,0.85,73.1,84,0.94,78.96,12,0.63,7.5600000000000005,0,0.05,0.0,72,0.6,43.199999999999996,75,0.58,43.5,46,0.79,36.34,0.0,0.0,0.0,17,0.02,0.34,69,1.0,69.0,0,0.75,0.0,34,0.96,32.64,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,0
2021-03-21,72,0.38,27.36,40,0.1,4.0,77,0.86,66.22,93,0.9,83.7,9,0.64,5.76,0,0.04,0.0,67,0.63,42.21,52,0.51,26.52,57,0.81,46.17,0.0,0.0,0.0,68,0.03,2.04,48,0.9,43.2,0,0.0,0.0,27,0.86,23.22,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,0
2021-03-22,37,0.38,14.06,33,0.1,3.3000000000000003,61,0.86,52.46,81,0.9,72.9,47,0.64,30.080000000000002,18,0.04,0.72,55,0.63,34.65,47,0.51,23.97,76,0.81,61.56,0.0,0.0,0.0,23,0.03,0.69,77,0.9,69.3,0,0.0,0.0,60,0.86,51.6,684.5900268554688,699.6199951171875,668.75,670.0,1
